num_chars,num_words,num_special_chars,num_ticks,num_dashes,num_commas,num_pipes,num_equals,num_keywords,num_parens,avg_word_len,label
304,80,161,0,1,1,20,3,4,36,2.575,1.0
66,5,15,1,2,8,0,0,2,0,12.4,1.0
125,27,44,4,2,0,4,2,4,4,3.6296296296296298,1.0
132,25,49,4,0,2,0,2,4,6,4.12,1.0
287,75,142,0,3,1,20,3,4,30,2.7333333333333334,1.0
294,80,158,0,0,0,0,2,3,38,2.375,1.0
50,11,23,0,0,0,0,0,4,4,3.090909090909091,1.0
186,33,52,1,2,6,0,2,4,5,4.575757575757576,1.0
257,53,100,4,0,5,0,2,8,20,3.641509433962264,1.0
136,27,44,0,2,2,0,2,4,5,3.962962962962963,1.0
139,28,54,0,2,6,0,2,3,11,3.7857142857142856,1.0
304,83,146,0,2,1,0,3,4,35,2.5180722891566263,1.0
63,14,27,4,1,1,0,1,3,4,3.357142857142857,1.0
335,91,172,0,0,0,26,3,6,38,2.5714285714285716,1.0
150,29,59,0,0,2,0,2,4,10,3.7586206896551726,1.0
76,15,29,6,0,0,4,1,3,2,4.133333333333334,1.0
78,12,20,1,0,4,0,1,4,1,5.583333333333333,1.0
148,29,58,1,2,5,0,2,3,11,3.8275862068965516,1.0
222,43,92,0,0,6,0,2,7,18,3.7674418604651163,1.0
165,41,77,4,0,3,6,2,2,18,2.951219512195122,1.0
182,36,66,1,0,5,0,1,1,13,3.8055555555555554,1.0
111,19,33,1,2,4,0,1,3,4,4.7894736842105265,1.0
113,19,44,0,0,6,0,1,1,10,4.526315789473684,1.0
95,25,44,1,0,0,0,1,5,9,2.56,1.0
180,44,80,0,2,3,6,2,2,18,3.0,1.0
156,29,69,0,0,5,0,1,4,14,3.8275862068965516,1.0
37,8,12,1,1,0,0,0,1,1,3.625,1.0
280,76,139,1,1,1,0,2,3,35,2.513157894736842,1.0
60,12,25,3,2,0,0,1,1,2,3.75,1.0
31,9,15,0,0,0,0,1,1,3,2.3333333333333335,1.0
147,28,49,0,2,2,0,2,4,6,4.071428571428571,1.0
130,25,49,0,2,3,0,1,3,7,3.96,1.0
173,43,89,4,0,3,6,2,2,20,2.813953488372093,1.0
120,26,54,2,2,1,0,2,3,10,3.230769230769231,1.0
84,23,41,0,0,0,0,1,6,9,2.391304347826087,1.0
295,78,146,0,2,1,20,3,4,31,2.6794871794871793,1.0
159,39,71,0,0,3,6,2,2,16,3.051282051282051,1.0
44,10,17,0,3,0,0,2,2,1,3.4,1.0
43,10,24,2,0,0,0,1,1,2,3.2,1.0
53,7,18,1,0,4,0,0,2,2,6.142857142857143,1.0
142,36,65,0,0,3,6,1,1,17,2.888888888888889,1.0
54,12,16,0,0,0,0,1,3,1,3.5,1.0
63,6,16,1,0,7,0,0,2,1,9.5,1.0
102,25,47,1,0,1,6,1,1,11,3.04,1.0
92,25,44,1,0,0,0,1,6,9,2.44,1.0
253,52,104,4,0,5,0,1,8,22,3.5384615384615383,1.0
83,13,26,1,1,4,0,1,3,2,5.153846153846154,1.0
125,24,40,1,0,2,0,1,3,5,4.125,1.0
61,9,14,0,1,3,0,1,3,0,5.888888888888889,1.0
78,19,37,3,0,0,0,0,6,8,2.789473684210526,1.0
133,26,60,0,0,4,0,0,0,15,3.6538461538461537,1.0
156,28,54,4,0,2,4,2,5,6,4.428571428571429,1.0
33,7,14,0,2,0,0,0,2,2,3.2857142857142856,1.0
299,80,166,0,1,0,20,3,3,36,2.4375,1.0
80,13,26,1,2,4,0,1,3,2,4.923076923076923,1.0
222,57,118,0,0,4,10,2,2,28,2.7017543859649122,1.0
156,31,64,0,2,4,0,1,1,14,3.6774193548387095,1.0
98,20,50,5,0,1,0,1,3,10,3.35,1.0
124,25,49,4,0,2,0,2,4,6,3.8,1.0
293,78,158,4,0,0,20,2,4,34,2.5256410256410255,1.0
154,31,63,0,0,3,0,2,4,10,3.5806451612903225,1.0
77,16,31,1,0,1,0,1,3,6,3.5,1.0
255,56,100,0,0,3,6,2,3,24,3.4107142857142856,1.0
201,35,57,3,2,6,2,2,5,5,4.714285714285714,1.0
140,27,54,1,0,4,0,0,0,13,3.888888888888889,1.0
144,35,63,0,0,3,6,1,1,16,3.085714285714286,1.0
69,15,32,0,0,1,0,1,1,7,3.1333333333333333,1.0
80,12,22,1,2,5,0,1,3,1,5.666666666666667,1.0
66,8,24,0,1,5,0,0,2,3,6.75,1.0
92,25,59,4,0,0,0,1,6,12,2.12,1.0
304,76,144,0,2,4,10,2,3,34,2.8026315789473686,1.0
98,21,51,4,0,1,0,2,2,10,3.0476190476190474,1.0
265,72,145,1,0,0,20,2,2,32,2.4583333333333335,1.0
140,28,55,0,2,6,0,2,3,11,3.8214285714285716,1.0
53,15,25,0,0,0,0,1,3,4,2.3333333333333335,1.0
303,77,145,0,2,0,20,3,4,31,2.792207792207792,1.0
97,22,41,0,0,1,0,2,4,8,3.090909090909091,1.0
109,27,49,3,0,0,2,1,8,9,2.8518518518518516,1.0
38,11,16,1,2,0,0,1,3,2,2.5454545454545454,1.0
101,26,50,0,2,0,0,1,5,10,2.5384615384615383,1.0
277,62,109,0,0,6,0,1,13,22,3.2903225806451615,1.0
147,27,57,0,0,2,0,2,4,8,4.074074074074074,1.0
48,14,35,4,0,0,0,1,3,6,1.8571428571428572,1.0
354,97,197,4,1,0,26,3,6,44,2.443298969072165,1.0
197,41,91,0,0,5,0,2,2,18,3.341463414634146,1.0
285,77,152,1,0,0,20,2,2,33,2.4935064935064934,1.0
70,15,34,1,0,1,0,1,1,7,3.2,1.0
284,75,141,0,2,1,20,3,4,30,2.6933333333333334,1.0
22,6,10,0,2,0,0,0,2,2,2.6666666666666665,1.0
211,53,96,0,2,4,10,2,2,23,2.9622641509433962,1.0
68,19,39,0,0,0,0,1,5,8,2.263157894736842,1.0
123,22,43,0,2,2,0,1,3,6,4.363636363636363,1.0
82,10,22,0,2,7,0,1,3,1,7.2,1.0
15,4,6,0,0,0,0,0,1,0,3.0,1.0
264,70,134,1,0,1,20,2,3,30,2.657142857142857,1.0
143,32,68,1,0,4,0,1,5,15,3.0625,1.0
121,26,55,2,2,1,0,2,3,10,3.269230769230769,1.0
118,29,51,1,2,1,6,2,2,10,3.103448275862069,1.0
81,17,31,1,2,1,0,2,2,5,3.588235294117647,1.0
83,21,35,0,0,0,0,1,1,6,2.6666666666666665,1.0
40,10,16,4,0,0,0,0,4,2,3.0,1.0
46,9,11,0,1,0,0,1,3,0,4.222222222222222,1.0
150,30,58,0,2,4,0,1,1,13,3.7333333333333334,1.0
59,10,16,0,1,2,0,1,3,1,4.9,1.0
72,19,39,4,0,0,0,2,4,6,2.473684210526316,1.0
92,21,53,4,0,1,0,2,2,10,2.761904761904762,1.0
57,14,26,1,2,0,0,1,3,4,2.857142857142857,1.0
70,19,47,4,0,1,0,2,2,8,2.1052631578947367,1.0
19,6,9,0,0,0,0,0,2,2,2.1666666666666665,1.0
82,19,36,4,0,0,0,1,5,6,3.0,1.0
315,83,159,4,1,1,0,2,5,38,2.5542168674698793,1.0
287,76,144,1,2,1,20,3,4,31,2.6710526315789473,1.0
79,12,21,0,2,5,0,1,3,1,5.583333333333333,1.0
143,27,53,0,0,2,0,2,4,8,3.925925925925926,1.0
67,17,35,4,0,1,0,2,2,6,2.6470588235294117,1.0
87,19,30,0,0,3,0,0,0,8,3.6315789473684212,1.0
162,37,74,0,2,4,0,2,6,15,3.054054054054054,1.0
62,15,25,0,3,0,0,2,2,3,3.066666666666667,1.0
88,13,27,0,3,5,0,1,3,2,5.538461538461538,1.0
136,27,51,0,2,6,0,2,3,10,3.888888888888889,1.0
49,6,15,1,3,3,0,0,2,1,7.166666666666667,1.0
97,27,65,4,0,0,0,1,6,14,2.0,1.0
70,10,19,0,1,4,0,1,3,1,6.0,1.0
146,31,55,6,0,0,4,2,5,6,3.6129032258064515,1.0
286,74,141,0,0,1,20,2,5,30,2.7567567567567566,1.0
61,5,14,1,2,7,0,0,2,0,11.4,1.0
123,23,42,1,2,3,0,1,3,5,4.260869565217392,1.0
123,20,40,3,0,2,0,1,3,5,4.9,1.0
307,83,147,0,3,1,0,3,4,35,2.5542168674698793,1.0
142,27,59,4,0,2,0,2,4,8,3.888888888888889,1.0
132,24,40,0,2,2,0,2,4,4,4.458333333333333,1.0
67,16,30,0,3,0,0,2,2,4,2.9375,1.0
92,19,32,1,0,1,0,2,3,5,3.736842105263158,1.0
95,10,24,0,3,9,0,1,3,1,8.5,1.0
117,22,44,0,0,6,0,1,2,10,4.090909090909091,1.0
37,9,12,0,0,0,0,2,2,0,3.2222222222222223,1.0
86,23,43,1,2,0,0,1,6,9,2.4782608695652173,1.0
103,26,49,0,2,1,6,1,1,11,2.9615384615384617,1.0
141,27,59,4,0,2,0,2,4,8,3.8518518518518516,1.0
183,43,83,1,1,3,0,1,2,17,2.9302325581395348,1.0
39,6,12,1,0,2,0,0,2,1,5.5,1.0
100,23,41,4,0,0,0,1,3,6,3.0434782608695654,1.0
120,22,47,1,0,4,0,0,0,12,4.090909090909091,1.0
296,79,142,0,0,1,0,2,5,34,2.5949367088607596,1.0
87,23,47,0,0,0,0,1,6,10,2.4347826086956523,1.0
83,23,41,0,0,0,0,1,6,9,2.347826086956522,1.0
46,8,19,0,0,2,0,0,2,3,4.25,1.0
225,43,91,4,0,6,0,1,8,18,3.8372093023255816,1.0
139,26,55,4,0,4,0,1,1,12,4.038461538461538,1.0
27,6,13,1,3,0,0,1,1,1,3.5,1.0
191,35,68,4,0,6,0,2,4,8,4.171428571428572,1.0
94,10,23,0,1,9,0,1,3,1,8.4,1.0
163,41,73,0,2,3,6,2,2,17,2.951219512195122,1.0
125,23,43,0,0,2,0,2,4,4,4.3478260869565215,1.0
219,55,98,0,2,4,10,2,2,23,2.963636363636364,1.0
104,22,44,0,0,1,0,1,5,8,3.409090909090909,1.0
18,5,9,1,2,0,0,0,1,1,2.6,1.0
91,14,26,3,3,3,2,1,5,1,5.571428571428571,1.0
65,18,33,0,0,0,0,0,4,8,2.3333333333333335,1.0
187,47,86,0,0,4,10,1,1,22,2.9574468085106385,1.0
124,24,47,0,2,6,0,1,2,10,4.0,1.0
53,12,22,1,3,0,0,1,2,2,3.1666666666666665,1.0
297,82,167,0,1,0,0,2,3,40,2.3048780487804876,1.0
295,73,139,0,0,4,10,1,4,34,2.863013698630137,1.0
81,22,39,0,0,0,0,1,6,8,2.4545454545454546,1.0
66,10,19,0,3,3,0,1,3,1,5.6,1.0
36,8,18,5,0,0,0,1,1,1,3.5,1.0
64,7,22,1,3,5,0,0,2,2,7.714285714285714,1.0
20,5,8,1,2,0,0,1,1,0,3.2,1.0
119,21,42,0,2,4,0,1,3,6,4.428571428571429,1.0
60,12,18,0,2,1,0,1,3,1,4.0,1.0
80,12,23,3,1,3,2,1,4,1,5.75,1.0
157,39,73,4,0,3,6,2,2,16,3.0,1.0
147,28,52,4,0,2,0,2,5,6,4.107142857142857,1.0
106,23,47,2,2,1,0,2,3,9,3.3043478260869565,1.0
51,5,12,1,2,5,0,0,2,0,9.4,1.0
312,78,152,0,3,0,20,3,4,32,2.8205128205128207,1.0
223,44,91,0,2,6,0,2,7,18,3.7045454545454546,1.0
303,83,161,4,0,1,0,3,4,38,2.4096385542168677,1.0
24,6,12,1,2,0,0,1,1,1,3.0,1.0
301,75,149,0,0,0,20,2,5,32,2.8133333333333335,1.0
193,42,86,4,0,4,4,2,8,16,3.3095238095238093,1.0
52,13,23,0,2,0,0,2,2,3,2.923076923076923,1.0
34,10,19,3,0,0,0,1,3,3,2.3,1.0
154,30,58,1,0,4,0,1,2,13,3.9,1.0
198,35,66,4,0,6,0,2,4,8,4.371428571428571,1.0
131,25,51,1,2,3,0,1,3,7,4.0,1.0
159,30,56,4,0,3,0,2,5,6,4.166666666666667,1.0
53,13,22,0,0,0,0,1,3,4,2.769230769230769,1.0
143,28,57,0,2,4,0,1,1,13,3.8214285714285716,1.0
136,27,62,4,0,5,0,2,3,12,3.6666666666666665,1.0
109,18,31,0,0,4,0,1,3,4,4.944444444444445,1.0
99,12,25,0,0,9,0,1,3,1,7.25,1.0
150,32,69,4,1,0,4,2,4,10,3.34375,1.0
137,26,44,1,0,3,0,1,3,5,4.1923076923076925,1.0
60,10,17,0,3,2,0,1,3,1,5.0,1.0
63,6,16,0,0,7,0,0,2,1,9.5,1.0
151,27,50,4,0,4,0,2,5,6,4.444444444444445,1.0
143,26,55,0,0,4,0,2,4,8,4.115384615384615,1.0
281,76,141,4,0,0,0,1,4,34,2.486842105263158,1.0
255,54,111,0,0,5,0,2,7,24,3.3703703703703702,1.0
97,19,41,2,0,1,0,1,3,9,3.6842105263157894,1.0
66,18,36,1,0,0,0,0,5,9,2.2777777777777777,1.0
35,8,14,1,1,1,0,1,1,2,3.375,1.0
121,22,49,1,0,5,0,1,2,11,4.090909090909091,1.0
64,18,35,0,0,0,0,0,5,8,2.2777777777777777,1.0
44,9,14,0,0,0,0,0,3,2,3.888888888888889,1.0
103,13,30,0,1,8,0,1,3,2,6.6923076923076925,1.0
96,20,39,0,0,1,0,2,4,6,3.55,1.0
142,31,55,5,2,0,4,2,4,6,3.4516129032258065,1.0
177,44,79,0,2,3,6,2,2,18,2.9318181818181817,1.0
139,25,53,4,0,5,0,1,4,10,4.24,1.0
302,77,160,0,0,0,20,3,4,34,2.675324675324675,1.0
299,81,145,0,3,1,0,3,4,35,2.54320987654321,1.0
98,12,25,0,1,8,0,1,3,1,7.166666666666667,1.0
60,16,39,0,0,0,0,1,3,8,2.125,1.0
24,6,8,0,2,0,0,1,1,0,3.1666666666666665,1.0
67,9,15,0,0,5,0,1,3,0,6.555555555555555,1.0
46,10,14,0,2,0,0,1,3,1,3.6,1.0
304,77,156,4,0,0,20,3,4,34,2.727272727272727,1.0
57,13,20,0,2,1,0,2,2,2,3.4615384615384617,1.0
87,18,40,3,2,1,0,1,2,8,3.5,1.0
155,29,60,0,0,3,0,1,5,8,4.0,1.0
317,79,163,4,0,0,20,2,5,36,2.7468354430379747,1.0
80,10,20,0,0,7,0,1,3,1,7.0,1.0
132,25,51,0,2,3,0,1,3,7,4.04,1.0
117,30,60,4,0,1,6,2,2,12,2.8333333333333335,1.0
200,51,96,0,0,4,10,2,2,22,2.9019607843137254,1.0
314,77,158,0,1,0,20,2,5,34,2.831168831168831,1.0
97,25,57,0,0,0,0,1,6,12,2.32,1.0
153,30,54,1,2,3,0,2,4,6,3.933333333333333,1.0
46,5,11,0,2,4,0,0,2,0,8.4,1.0
59,12,18,0,3,0,0,1,3,1,3.9166666666666665,1.0
68,14,27,0,1,1,0,1,3,4,3.7142857142857144,1.0
15,4,6,0,2,0,0,0,1,0,3.0,1.0
172,39,85,0,0,4,0,2,6,18,2.8974358974358974,1.0
65,17,31,0,2,1,0,2,2,5,2.6470588235294117,1.0
184,45,92,0,0,3,6,1,3,22,2.8444444444444446,1.0
338,93,181,0,1,0,26,3,6,40,2.5053763440860215,1.0
140,27,46,0,2,3,0,2,4,5,4.111111111111111,1.0
81,12,24,3,3,3,2,1,4,1,5.833333333333333,1.0
159,35,73,4,0,4,0,2,6,14,3.2,1.0
182,43,82,1,1,3,0,1,2,17,2.9069767441860463,1.0
172,30,52,0,2,6,0,1,3,6,4.566666666666666,1.0
181,41,95,4,0,4,0,2,6,20,2.8780487804878048,1.0
223,44,91,1,2,6,0,2,7,18,3.7045454545454546,1.0
63,16,32,0,2,0,0,1,3,6,2.5,1.0
103,21,35,0,0,3,0,0,2,8,3.9047619047619047,1.0
81,8,27,0,1,8,0,0,2,3,8.625,1.0
293,81,151,0,0,1,0,3,4,36,2.4444444444444446,1.0
86,18,40,3,2,1,0,1,2,8,3.4444444444444446,1.0
151,30,59,0,2,4,0,1,1,13,3.7666666666666666,1.0
42,6,12,0,3,2,0,0,2,1,6.0,1.0
108,18,32,0,0,2,0,1,3,3,4.944444444444445,1.0
59,7,20,0,2,5,0,0,2,2,7.0,1.0
69,12,19,1,0,3,0,1,3,1,4.75,1.0
87,9,20,0,3,8,0,1,3,0,8.777777777777779,1.0
48,6,13,0,0,4,0,0,2,1,7.0,1.0
273,72,137,0,3,1,20,2,3,30,2.6944444444444446,1.0
137,27,45,0,2,2,0,2,4,5,4.0,1.0
293,75,137,0,2,0,20,3,4,29,2.8133333333333335,1.0
54,15,33,0,0,1,0,1,1,7,2.1333333333333333,1.0
56,14,29,4,0,1,0,2,2,4,2.857142857142857,1.0
46,11,21,0,1,0,0,2,2,2,3.090909090909091,1.0
54,15,34,1,0,1,0,1,1,7,2.1333333333333333,1.0
182,33,58,4,0,6,0,2,4,6,4.393939393939394,1.0
102,13,29,0,1,8,0,1,3,2,6.615384615384615,1.0
14,4,13,0,0,0,0,0,0,3,1.5,1.0
149,27,47,3,2,2,0,2,5,5,4.481481481481482,1.0
69,15,33,1,0,1,0,1,1,7,3.1333333333333333,1.0
59,15,28,1,2,0,0,1,3,5,2.6666666666666665,1.0
182,32,49,0,2,6,0,2,4,4,4.65625,1.0
148,31,57,8,0,0,4,2,5,6,3.6774193548387095,1.0
85,10,22,0,1,7,0,1,3,1,7.5,1.0
56,8,22,0,1,3,0,0,2,3,5.5,1.0
40,9,13,4,0,0,0,1,3,0,3.5555555555555554,1.0
81,12,23,3,2,4,0,1,4,1,5.833333333333333,1.0
127,24,47,0,0,4,0,2,4,6,4.125,1.0
269,62,112,0,0,6,0,2,12,22,3.161290322580645,1.0
29,5,9,2,0,0,0,0,0,0,5.0,1.0
90,19,43,3,2,1,0,1,2,9,3.3684210526315788,1.0
66,5,15,0,2,8,0,0,2,0,12.4,1.0
303,81,162,0,3,0,20,3,3,34,2.506172839506173,1.0
50,11,18,3,2,0,0,1,3,1,3.6363636363636362,1.0
251,53,98,0,2,5,0,2,7,20,3.509433962264151,1.0
321,89,165,0,0,0,26,2,5,38,2.50561797752809,1.0
240,52,92,0,0,3,6,1,2,22,3.5,1.0
354,95,187,0,0,0,26,2,7,42,2.536842105263158,1.0
26,7,14,1,0,0,0,1,1,2,2.2857142857142856,1.0
100,18,40,2,0,1,0,0,4,8,4.166666666666667,1.0
96,13,22,0,2,4,0,0,2,2,6.384615384615385,1.0
302,77,160,4,0,0,20,3,4,34,2.675324675324675,1.0
54,16,41,0,0,0,0,1,3,8,1.75,1.0
56,10,16,0,0,2,0,1,3,1,4.6,1.0
94,20,38,1,2,1,0,2,2,6,3.4,1.0
49,6,14,0,0,4,0,0,2,1,7.166666666666667,1.0
76,8,25,0,2,8,0,0,2,3,8.0,1.0
68,14,31,1,0,1,0,1,1,6,3.4285714285714284,1.0
31,7,19,0,3,0,0,0,1,3,2.857142857142857,1.0
71,19,47,4,0,1,0,2,2,8,2.1578947368421053,1.0
153,31,69,4,0,3,0,2,4,10,3.5483870967741935,1.0
141,31,65,0,0,4,0,1,5,14,3.161290322580645,1.0
278,76,142,0,0,0,0,2,3,34,2.4473684210526314,1.0
56,14,25,0,2,0,0,1,3,4,2.7857142857142856,1.0
39,11,24,0,0,0,0,1,3,4,2.1818181818181817,1.0
124,22,44,0,2,2,0,1,3,6,4.409090909090909,1.0
188,49,90,0,2,4,10,1,1,23,2.816326530612245,1.0
297,80,157,0,0,0,0,1,4,38,2.4125,1.0
63,15,28,4,0,1,0,1,3,4,3.0,1.0
162,31,59,0,0,5,0,1,1,12,3.935483870967742,1.0
48,14,20,0,2,0,0,1,3,3,2.4285714285714284,1.0
37,8,18,1,2,0,0,0,2,3,3.125,1.0
231,45,97,0,0,6,0,1,8,20,3.7111111111111112,1.0
83,16,38,3,0,1,0,0,2,9,3.75,1.0
74,6,20,1,3,8,0,0,2,1,11.333333333333334,1.0
281,78,143,0,2,0,0,2,3,35,2.3974358974358974,1.0
42,12,22,1,0,1,0,1,1,4,2.3333333333333335,1.0
300,79,151,0,2,1,20,3,4,32,2.6582278481012658,1.0
126,23,47,1,2,2,0,1,3,7,4.217391304347826,1.0
146,28,58,4,0,6,0,1,4,12,3.9642857142857144,1.0
53,6,15,0,3,4,0,0,2,1,7.833333333333333,1.0
159,41,79,4,0,3,6,2,2,18,2.8048780487804876,1.0
293,66,125,0,0,6,0,1,13,26,3.1515151515151514,1.0
188,33,56,0,0,6,0,2,4,6,4.575757575757576,1.0
56,15,39,4,1,0,0,2,2,6,2.1333333333333333,1.0
226,45,93,0,2,6,0,2,7,19,3.6444444444444444,1.0
55,15,32,0,0,0,0,2,2,6,2.066666666666667,1.0
19,6,13,3,0,0,0,1,1,1,2.0,1.0
138,26,53,0,2,5,0,2,3,10,4.038461538461538,1.0
81,10,22,0,3,6,0,1,3,1,7.1,1.0
73,19,39,4,0,0,0,2,4,6,2.526315789473684,1.0
146,29,63,4,0,3,0,2,4,8,3.689655172413793,1.0
291,78,156,0,3,0,20,3,3,33,2.5256410256410255,1.0
43,10,15,0,2,1,0,1,1,2,3.4,1.0
30,6,11,1,2,0,0,0,2,1,4.0,1.0
162,27,42,1,0,6,0,1,3,4,4.925925925925926,1.0
53,7,19,1,3,3,0,0,2,2,6.142857142857143,1.0
183,33,52,0,0,6,0,2,4,6,4.424242424242424,1.0
34,7,15,1,2,0,0,0,2,2,3.4285714285714284,1.0
143,28,57,1,2,4,0,1,1,13,3.8214285714285716,1.0
181,41,95,0,0,4,0,2,6,20,2.8780487804878048,1.0
159,30,56,4,0,2,4,2,6,6,4.166666666666667,1.0
173,30,53,1,2,6,0,1,3,6,4.6,1.0
70,5,15,0,0,9,0,0,2,0,13.2,1.0
38,12,25,0,0,0,0,1,3,4,2.0,1.0
53,5,11,0,1,5,0,0,2,0,9.8,1.0
115,24,46,3,2,1,2,2,5,7,3.625,1.0
305,77,161,4,1,0,20,3,4,34,2.7142857142857144,1.0
64,17,30,0,0,1,0,2,2,5,2.588235294117647,1.0
85,22,40,1,0,0,0,0,4,9,2.590909090909091,1.0
38,10,17,0,0,0,0,1,3,2,2.8,1.0
68,12,19,1,3,1,0,1,4,1,4.75,1.0
185,31,49,0,0,6,0,1,5,4,4.903225806451613,1.0
106,22,46,3,2,1,0,1,2,9,3.5,1.0
143,36,66,1,0,3,6,1,1,17,2.9166666666666665,1.0
66,7,20,0,1,6,0,0,2,2,8.0,1.0
39,10,14,1,0,0,0,2,2,1,2.9,1.0
83,21,51,0,0,1,0,2,2,10,2.3333333333333335,1.0
62,17,32,0,0,0,0,0,4,8,2.3529411764705883,1.0
82,7,24,1,1,9,0,0,2,2,10.285714285714286,1.0
101,12,27,3,0,8,2,1,4,1,7.5,1.0
76,18,42,0,0,1,0,1,3,8,2.6666666666666665,1.0
335,93,180,4,0,0,26,3,6,40,2.4731182795698925,1.0
128,22,39,0,0,4,0,2,4,4,4.7272727272727275,1.0
140,35,63,1,0,3,6,1,1,16,2.9714285714285715,1.0
116,20,40,0,0,2,0,1,3,5,4.55,1.0
73,19,41,0,0,1,0,2,2,8,2.263157894736842,1.0
50,14,19,0,0,0,0,1,2,3,2.5714285714285716,1.0
100,27,65,0,0,0,0,1,5,14,2.111111111111111,1.0
40,12,17,0,0,0,0,1,3,3,2.3333333333333335,1.0
89,9,21,1,2,9,0,1,3,0,9.0,1.0
89,12,23,0,0,7,0,1,3,1,6.416666666666667,1.0
24,8,14,1,0,0,0,0,2,3,2.0,1.0
146,29,72,4,0,5,0,2,3,14,3.4827586206896552,1.0
45,5,10,1,0,4,0,0,2,0,8.2,1.0
122,30,57,0,0,1,0,1,4,12,2.6666666666666665,1.0
216,38,65,4,0,6,4,2,6,6,4.578947368421052,1.0
81,22,39,0,2,0,0,1,6,8,2.4545454545454546,1.0
34,7,15,0,0,0,0,0,2,2,3.4285714285714284,1.0
50,13,33,4,1,0,0,2,2,4,2.3076923076923075,1.0
290,66,126,4,0,6,0,2,12,26,3.106060606060606,1.0
283,76,150,0,0,1,20,3,4,32,2.5921052631578947,1.0
61,17,37,4,0,1,0,2,2,6,2.2941176470588234,1.0
65,6,18,1,2,7,0,0,2,1,9.833333333333334,1.0
56,14,25,0,0,0,0,1,3,5,2.642857142857143,1.0
76,19,33,1,2,0,0,2,4,5,2.789473684210526,1.0
114,24,54,4,0,1,0,1,5,10,3.2083333333333335,1.0
277,75,136,1,1,1,0,2,3,34,2.533333333333333,1.0
93,20,37,1,0,1,0,2,2,6,3.35,1.0
85,12,23,0,2,6,0,1,3,1,6.083333333333333,1.0
60,15,29,0,2,0,0,1,3,5,2.7333333333333334,1.0
71,12,21,3,0,2,2,1,4,1,5.0,1.0
165,28,45,1,2,6,0,1,3,4,4.857142857142857,1.0
76,7,22,0,1,8,0,0,2,2,9.428571428571429,1.0
297,81,151,0,3,0,0,2,3,36,2.432098765432099,1.0
147,36,66,1,0,3,6,1,1,17,3.0277777777777777,1.0
75,12,21,0,2,4,0,1,3,1,5.25,1.0
36,5,10,0,3,1,0,0,2,0,6.4,1.0
111,28,54,0,0,1,6,2,2,10,2.9642857142857144,1.0
38,11,15,0,2,0,0,1,3,2,2.5454545454545454,1.0
62,17,33,1,0,0,0,0,5,8,2.2941176470588234,1.0
69,5,15,1,1,8,0,0,2,0,13.0,1.0
125,24,52,0,0,4,0,0,0,13,3.875,1.0
270,68,129,1,0,4,10,1,2,33,2.7941176470588234,1.0
179,43,87,0,0,3,6,2,2,20,2.953488372093023,1.0
67,14,31,1,0,1,0,1,1,6,3.357142857142857,1.0
29,6,14,1,0,3,0,1,0,2,3.8333333333333335,1.0
162,40,70,1,2,3,6,2,2,16,3.05,1.0
95,13,23,0,2,2,0,0,2,2,6.3076923076923075,1.0
290,78,159,4,0,0,20,3,3,34,2.4871794871794872,1.0
50,14,35,0,0,0,0,1,2,6,2.0,1.0
115,17,28,0,0,2,0,0,4,2,5.764705882352941,1.0
307,77,155,0,1,0,20,3,4,34,2.74025974025974,1.0
130,25,47,0,0,2,0,2,4,6,4.04,1.0
159,31,76,0,0,5,0,2,3,16,3.5483870967741935,1.0
76,19,32,1,0,1,0,2,3,5,2.8947368421052633,1.0
123,22,45,0,2,4,0,1,3,7,4.318181818181818,1.0
212,53,100,4,0,4,10,2,2,24,2.943396226415094,1.0
148,30,57,0,2,6,0,2,3,11,3.7666666666666666,1.0
180,43,77,3,2,3,6,2,3,17,3.186046511627907,1.0
222,57,118,4,0,4,10,2,2,28,2.7017543859649122,1.0
52,13,22,0,0,0,0,1,3,4,2.6923076923076925,1.0
97,21,48,2,0,1,0,2,3,8,3.2857142857142856,1.0
111,24,47,3,0,3,0,1,1,11,3.4166666666666665,1.0
66,10,19,1,3,3,0,1,3,1,5.6,1.0
22,8,13,0,0,0,0,0,2,3,1.75,1.0
158,30,54,2,0,3,0,2,5,6,4.133333333333334,1.0
60,13,20,3,0,0,2,1,4,1,3.6923076923076925,1.0
176,40,81,0,2,4,0,2,6,16,3.025,1.0
276,76,137,0,0,1,0,2,3,35,2.460526315789474,1.0
175,41,97,0,0,4,0,2,6,20,2.731707317073171,1.0
105,22,45,3,0,1,0,1,2,9,3.4545454545454546,1.0
322,88,168,1,1,0,26,2,5,39,2.534090909090909,1.0
86,18,40,2,0,1,0,1,2,9,3.3333333333333335,1.0
271,59,108,1,2,3,6,2,3,24,3.4237288135593222,1.0
89,23,55,4,0,0,0,2,4,10,2.260869565217391,1.0
47,14,35,4,0,0,0,1,3,6,1.7857142857142858,1.0
311,77,157,0,0,0,20,2,5,34,2.792207792207792,1.0
23,6,11,0,2,0,0,1,1,1,2.8333333333333335,1.0
295,76,148,4,1,1,20,2,5,32,2.75,1.0
223,44,91,1,0,6,0,1,6,19,3.6818181818181817,1.0
113,23,51,6,0,1,0,1,4,10,3.5217391304347827,1.0
119,22,46,0,0,4,0,0,0,12,4.045454545454546,1.0
159,31,76,4,0,5,0,2,3,16,3.5483870967741935,1.0
64,18,45,0,0,0,0,2,2,8,2.0,1.0
